name,adress,price,type,RE,area_m2,land_area_m2,disposition,city,city_part,price_KC
Prodej bytu 3+kk 92 m²,"Rostovská, Praha - Vršovice",19 999 999 Kč,prodej,bytu,92,,3+kk,Praha,Vršovice,19999999.0
Prodej bytu 1+kk 37 m²,"Elišky Přemyslovny, Praha - Zbraslav",5 790 000 Kč,prodej,bytu,37,,1+kk,Praha,Zbraslav,5790000.0
Pronájem bytu 2+1 58 m²,"Plzeňská, Mariánské Lázně - Úšovice",13 000 Kč/měsíc,pronájem,bytu,58,,2+1,Mariánské Lázně,Úšovice,13000.0
Prodej bytu 3+kk 56 m²,"Elišky Přemyslovny, Praha - Zbraslav",7 390 000 Kč,prodej,bytu,56,,3+kk,Praha,Zbraslav,7390000.0
Prodej bytu 2+kk 57 m²,"Komořanská, Praha - Modřany",8 390 000 Kč,prodej,bytu,57,,2+kk,Praha,Modřany,8390000.0
Prodej bytu 1+kk 35 m²,"Elišky Přemyslovny, Praha - Zbraslav",5 390 000 Kč,prodej,bytu,35,,1+kk,Praha,Zbraslav,5390000.0
Pronájem bytu 2+kk 60 m²,"Hálkova, Praha - Nové Město",26 500 Kč/měsíc,pronájem,bytu,60,,2+kk,Praha,Nové Město,26500.0
Prodej bytu 4+kk 80 m²,"B. Němcové, Milevsko",5 250 000 Kč,prodej,bytu,80,,4+kk,Milevsko,,5250000.0
Pronájem bytu 3+1 71 m²,"Československé armády, Frýdek-Místek - Místek",11 750 Kč/měsíc,pronájem,bytu,71,,3+1,Frýdek,Místek - Místek,11750.0
Pronájem bytu 3+1 68 m²,"Petelinova, Olomouc - Nová Ulice",16 400 Kč/měsíc,pronájem,bytu,68,,3+1,Olomouc,Nová Ulice,16400.0
"Prodej rodinného domu 224 m², pozemek 885 m²",Zabrušany - Želénky,Cena na vyžádání,prodej,rodinného domu,224,885,,Zabrušany,Želénky,
Pronájem bytu 2+kk 58 m²,"Karla Engliše, Praha - Smíchov",23 999 Kč/měsíc,pronájem,bytu,58,,2+kk,Praha,Smíchov,23999.0
Pronájem bytu 3+kk 90 m²,"Bubenečská, Praha - Bubeneč",31 999 Kč/měsíc,pronájem,bytu,90,,3+kk,Praha,Bubeneč,31999.0
Pronájem bytu 1+kk 25 m²,"Slezská, Praha - Vinohrady",13 500 Kč/měsíc,pronájem,bytu,25,,1+kk,Praha,Vinohrady,13500.0
"SLEVA: Prodej chaty 1115 m², pozemek 1116 m²",Milešov - Klenovice,6 490 000 Kč,prodej,chaty,1115,1116,,Milešov,Klenovice,6490000.0
"Prodej rodinného domu 225 m², pozemek 1076 m²","Palkovická, Frýdek-Místek - Místek",Cena na vyžádání,prodej,rodinného domu,225,1076,,Frýdek,Místek - Místek,
Prodej bytu 3+kk 68 m²,"Rýmařovská, Praha - Letňany",8 599 999 Kč,prodej,bytu,68,,3+kk,Praha,Letňany,8599999.0
Pronájem bytu 1+kk 28 m²,"Svídnická, Praha - Troja",14 000 Kč/měsíc,pronájem,bytu,28,,1+kk,Praha,Troja,14000.0
Prodej bytu 3+kk 91 m²,"Rosická, Popůvky",11 500 000 Kč,prodej,bytu,91,,3+kk,Popůvky,,11500000.0
Pronájem bytu 2+kk 52 m²,"náměstí Svobody, Šternberk",14 400 Kč/měsíc,pronájem,bytu,52,,2+kk,Šternberk,,14400.0
Prodej bytu 1+1 33 m²,"Krandova, Stod",2 390 000 Kč,prodej,bytu,33,,1+1,Stod,,2390000.0
Prodej bytu 1+1 41 m²,"Hrabinská, Český Těšín",1 599 000 Kč,prodej,bytu,41,,1+1,Český Těšín,,1599000.0
Pronájem bytu 2+kk 57 m²,"Černokostelecká, Praha - Strašnice",22 000 Kč/měsíc,pronájem,bytu,57,,2+kk,Praha,Strašnice,22000.0
Prodej bytu 3+kk 69 m²,"Ke Slivenci, Praha - Lochkov",10 409 000 Kč,prodej,bytu,69,,3+kk,Praha,Lochkov,10409000.0
Prodej bytu 2+kk 54 m²,"Ke Slivenci, Praha - Lochkov",8 273 000 Kč,prodej,bytu,54,,2+kk,Praha,Lochkov,8273000.0
Prodej bytu 3+kk 84 m²,"Ke Slivenci, Praha - Lochkov",12 533 000 Kč,prodej,bytu,84,,3+kk,Praha,Lochkov,12533000.0
Prodej bytu 2+kk 63 m²,"Ke Slivenci, Praha - Lochkov",9 204 000 Kč,prodej,bytu,63,,2+kk,Praha,Lochkov,9204000.0
Prodej bytu 1+kk 34 m²,"Ke Slivenci, Praha - Lochkov",6 093 000 Kč,prodej,bytu,34,,1+kk,Praha,Lochkov,6093000.0
"Prodej rodinného domu 116 m², pozemek 343 m²","Rud. Jonáše, Kladno - Dubí",7 450 000 Kč,prodej,rodinného domu,116,343,,Kladno,Dubí,7450000.0
Prodej bytu 1+kk 31 m²,"Ke Slivenci, Praha - Lochkov",5 033 000 Kč,prodej,bytu,31,,1+kk,Praha,Lochkov,5033000.0
Prodej bytu 2+kk 59 m²,"Plzeňská, Králův Dvůr",4 990 000 Kč,prodej,bytu,59,,2+kk,Králův Dvůr,,4990000.0
Prodej bytu 3+1 67 m²,Bavoryně,5 590 000 Kč,prodej,bytu,67,,3+1,Bavoryně,,5590000.0
Prodej bytu 1+kk 32 m²,"Ungarova, Praha - Malešice",5 949 000 Kč,prodej,bytu,32,,1+kk,Praha,Malešice,5949000.0
"Prodej chaty 80 m², pozemek 310 m²",Žlutice - Verušice,Cena na vyžádání,prodej,chaty,80,310,,Žlutice,Verušice,
Pronájem bytu 2+kk 40 m²,"Třebízského, Jihlava",13 000 Kč/měsíc,pronájem,bytu,40,,2+kk,Jihlava,,13000.0
"Prodej rodinného domu 400 m², pozemek 805 m²",Konecchlumí - Kamenice,3 475 000 Kč,prodej,rodinného domu,400,805,,Konecchlumí,Kamenice,3475000.0
"Prodej rodinného domu 125 m², pozemek 744 m²",Střelice,5 830 000 Kč,prodej,rodinného domu,125,744,,Střelice,,5830000.0
Prodej bytu 3+1 65 m²,"Nádražní, Přerov - Přerov I-Město",3 390 000 Kč,prodej,bytu,65,,3+1,Přerov,Přerov I-Město,3390000.0
"Prodej rodinného domu 370 m², pozemek 707 m²","Na hlavní, Praha - Březiněves",Cena na vyžádání,prodej,rodinného domu,370,707,,Praha,Březiněves,
"Prodej rodinného domu 142 m², pozemek 142 m²","Gustava Geipela, Aš",2 500 000 Kč,prodej,rodinného domu,142,142,,Aš,,2500000.0
"Prodej rodinného domu 88 m², pozemek 826 m²",Oleška - Bulánka,3 350 000 Kč,prodej,rodinného domu,88,826,,Oleška,Bulánka,3350000.0
"Prodej rodinného domu 149 m², pozemek 1478 m²","Zahradní, Jevany",Cena na vyžádání,prodej,rodinného domu,149,1478,,Jevany,,
Prodej bytu 2+kk 67 m²,"Novobohdalecká, Praha - Michle",7 550 000 Kč,prodej,bytu,67,,2+kk,Praha,Michle,7550000.0
"Prodej vícegeneračního domu 150 m², pozemek 660 m²","Švabinského, Praha - Chodov",Cena na vyžádání,prodej,vícegeneračního domu,150,660,,Praha,Chodov,
Pronájem bytu 2+1 70 m²,"Na Návsi, Veleň - Mírovice",21 000 Kč/měsíc,pronájem,bytu,70,,2+1,Veleň,Mírovice,21000.0
Pronájem bytu 2+1 70 m²,"Za můstkem, Praha - Miškovice",21 000 Kč/měsíc,pronájem,bytu,70,,2+1,Praha,Miškovice,21000.0
Pronájem bytu 2+kk 45 m²,"Střížkovská, Praha - Libeň",15 500 Kč/měsíc,pronájem,bytu,45,,2+kk,Praha,Libeň,15500.0
"Prodej rodinného domu 148 m², pozemek 11610 m²","Pod Skálou, Peruc - Telce",7 550 000 Kč,prodej,rodinného domu,148,11610,,Peruc,Telce,7550000.0
"Prodej projektu na klíč 118 m², pozemek 488 m²","Pohanková, Zlín - Kostelec",9 840 000 Kč,prodej,projektu,118,488,,Zlín,Kostelec,9840000.0
Pronájem bytu 1+kk 38 m²,"U Pentlovky, Praha - Troja",16 000 Kč/měsíc,pronájem,bytu,38,,1+kk,Praha,Troja,16000.0
"Prodej rodinného domu 105 m², pozemek 293 m²",Chrášťany - Chotouň,4 800 000 Kč,prodej,rodinného domu,105,293,,Chrášťany,Chotouň,4800000.0
"Prodej vícegeneračního domu 414 m², pozemek 1228 m²",Žacléř,8 980 000 Kč,prodej,vícegeneračního domu,414,1228,,Žacléř,,8980000.0
"Prodej rodinného domu 204 m², pozemek 3937 m²",Dolní Kounice,12 999 000 Kč,prodej,rodinného domu,204,3937,,Dolní Kounice,,12999000.0
"SLEVA: Prodej rodinného domu 90 m², pozemek 599 m²",Výrovice,2 499 000 Kč,prodej,rodinného domu,90,599,,Výrovice,,2499000.0
"Prodej rodinného domu 90 m², pozemek 220 m²",Želetice,999 000 Kč,prodej,rodinného domu,90,220,,Želetice,,999000.0
"Prodej rodinného domu 240 m², pozemek 1590 m²","Švermova, Podbořany",Cena na vyžádání,prodej,rodinného domu,240,1590,,Podbořany,,
"Prodej chalupy 170 m², pozemek 23000 m²",Špindlerův Mlýn - Přední Labská,9 500 000 Kč,prodej,chalupy,170,23000,,Špindlerův Mlýn,Přední Labská,9500000.0
Pronájem bytu 1+1 39 m²,"Rudolfovská tř., České Budějovice - České Budějovice 6",10 800 Kč/měsíc,pronájem,bytu,39,,1+1,České Budějovice,České Budějovice 6,10800.0
Pronájem bytu 5+kk 181 m²,"Kardausova, Praha - Dolní Měcholupy",47 000 Kč/měsíc,pronájem,bytu,181,,5+kk,Praha,Dolní Měcholupy,47000.0
Pronájem bytu 3+1 140 m²,"Na Rybníčku, Opava - Předměstí",15 800 Kč/měsíc,pronájem,bytu,140,,3+1,Opava,Předměstí,15800.0
Prodej bytu 2+1 60 m²,"17. listopadu, Cheb",Cena na vyžádání,prodej,bytu,60,,2+1,Cheb,,
Prodej bytu 3+1 76 m²,"Nuselská, Praha - Michle",9 390 000 Kč,prodej,bytu,76,,3+1,Praha,Michle,9390000.0
Prodej bytu 2+kk 56 m²,Srní,9 390 000 Kč,prodej,bytu,56,,2+kk,Srní,,9390000.0
Prodej bytu 1+kk 36 m²,"Českobrodská, Praha - Hostavice",5 299 000 Kč,prodej,bytu,36,,1+kk,Praha,Hostavice,5299000.0
Prodej bytu 4+kk 115 m²,"Českobrodská, Praha - Hostavice",14 480 000 Kč,prodej,bytu,115,,4+kk,Praha,Hostavice,14480000.0
Prodej bytu 5+kk 114 m²,"Českobrodská, Praha - Hostavice",16 680 000 Kč,prodej,bytu,114,,5+kk,Praha,Hostavice,16680000.0
"Prodej rodinného domu 50 m², pozemek 463 m²",Mokrá-Horákov - Horákov,5 325 000 Kč,prodej,rodinného domu,50,463,,Mokrá,Horákov - Horákov,5325000.0
"Prodej rodinného domu 210 m², pozemek 1431 m²",Vrbice - Bošov,1 500 000 Kč,prodej,rodinného domu,210,1431,,Vrbice,Bošov,1500000.0
Prodej bytu 4+kk 115 m²,"Českobrodská, Praha - Hostavice",16 780 000 Kč,prodej,bytu,115,,4+kk,Praha,Hostavice,16780000.0
Prodej bytu 2+kk 64 m²,"Českobrodská, Praha - Hostavice",8 090 000 Kč,prodej,bytu,64,,2+kk,Praha,Hostavice,8090000.0
Prodej bytu 5+kk 114 m²,"Českobrodská, Praha - Hostavice",16 680 000 Kč,prodej,bytu,114,,5+kk,Praha,Hostavice,16680000.0
Prodej bytu 4+kk 115 m²,"Českobrodská, Praha - Hostavice",16 780 000 Kč,prodej,bytu,115,,4+kk,Praha,Hostavice,16780000.0
Prodej bytu 2+kk 44 m²,"V Kněžívce, Tuchoměřice",6 390 000 Kč,prodej,bytu,44,,2+kk,Tuchoměřice,,6390000.0
Prodej bytu 2+kk 37 m²,"V Kněžívce, Tuchoměřice",4 890 000 Kč,prodej,bytu,37,,2+kk,Tuchoměřice,,4890000.0
"Prodej chalupy 196 m², pozemek 487 m²","Za Vodou, Horní Maršov",5 950 000 Kč,prodej,chalupy,196,487,,Horní Maršov,,5950000.0
Prodej bytu 2+kk 45 m²,"V Kněžívce, Tuchoměřice",6 150 000 Kč,prodej,bytu,45,,2+kk,Tuchoměřice,,6150000.0
"Prodej rodinného domu 65 m², pozemek 172 m²","Na Mýtě, Rosice",4 220 000 Kč,prodej,rodinného domu,65,172,,Rosice,,4220000.0
Prodej bytu 3+kk 89 m²,"Čerpadlová, Praha - Vysočany",12 490 000 Kč,prodej,bytu,89,,3+kk,Praha,Vysočany,12490000.0
Prodej bytu 1+kk 27 m²,"V Kněžívce, Tuchoměřice",4 290 000 Kč,prodej,bytu,27,,1+kk,Tuchoměřice,,4290000.0
Prodej bytu 2+kk 42 m²,"V Kněžívce, Tuchoměřice",5 990 000 Kč,prodej,bytu,42,,2+kk,Tuchoměřice,,5990000.0
Prodej bytu 2+kk 44 m²,"V Kněžívce, Tuchoměřice",5 490 000 Kč,prodej,bytu,44,,2+kk,Tuchoměřice,,5490000.0
Pronájem bytu 1+kk 26 m²,"Peroutkova, Praha - Jinonice",14 000 Kč/měsíc,pronájem,bytu,26,,1+kk,Praha,Jinonice,14000.0
"Prodej rodinného domu 121 m², pozemek 1140 m²",Zahořany,17 800 000 Kč,prodej,rodinného domu,121,1140,,Zahořany,,17800000.0
Pronájem bytu 3+kk 87 m²,"Šiklové, Praha - Smíchov",44 000 Kč/měsíc,pronájem,bytu,87,,3+kk,Praha,Smíchov,44000.0
Pronájem bytu 1+1 40 m²,"Vápencová, Praha - Podolí",18 000 Kč,pronájem,bytu,40,,1+1,Praha,Podolí,18000.0
Pronájem bytu 3+kk 112 m²,"náměstí Jiřího z Poděbrad, Praha - Vinohrady",69 800 Kč/měsíc,pronájem,bytu,112,,3+kk,Praha,Vinohrady,69800.0
Pronájem bytu 1+kk 34 m²,"Javorová, Most",9 500 Kč/měsíc,pronájem,bytu,34,,1+kk,Most,,9500.0
Prodej bytu 3+1 62 m²,"sídliště Vajgar, Jindřichův Hradec - Jindřichův Hradec III",3 695 000 Kč,prodej,bytu,62,,3+1,Jindřichův Hradec,Jindřichův Hradec III,3695000.0
Pronájem bytu 2+kk 35 m²,"Marš. Rybalka, Most",7 500 Kč/měsíc,pronájem,bytu,35,,2+kk,Most,,7500.0
"Prodej rodinného domu 166 m², pozemek 99 m²","Láskov, Mladá Boleslav - Debř",11 175 000 Kč,prodej,rodinného domu,166,99,,Mladá Boleslav,Debř,11175000.0
Prodej bytu 3+kk 100 m²,"Pálavská, Kolín - Kolín V",9 650 000 Kč,prodej,bytu,100,,3+kk,Kolín,Kolín V,9650000.0
"Prodej rodinného domu 299 m², pozemek 855 m²",Praha - Šeberov,44 900 000 Kč,prodej,rodinného domu,299,855,,Praha,Šeberov,44900000.0
Prodej bytu 2+1 62 m²,"Jungmannova, Kadaň",2 600 000 Kč,prodej,bytu,62,,2+1,Kadaň,,2600000.0
"Prodej rodinného domu 287 m², pozemek 287 m²",Obrnice - Chanov,3 149 900 Kč,prodej,rodinného domu,287,287,,Obrnice,Chanov,3149900.0
Prodej bytu 3+kk 79 m²,"Hlaváčkova, Praha - Košíře",15 900 000 Kč,prodej,bytu,79,,3+kk,Praha,Košíře,15900000.0
Prodej bytu 2+kk 51 m²,Srní,7 390 000 Kč,prodej,bytu,51,,2+kk,Srní,,7390000.0
Prodej bytu 3+kk 77 m²,"Pražská, Mnichovice",8 925 000 Kč,prodej,bytu,77,,3+kk,Mnichovice,,8925000.0
Prodej bytu 2+kk 48 m²,"Čenětická, Praha - Chodov",5 750 000 Kč,prodej,bytu,48,,2+kk,Praha,Chodov,5750000.0
Prodej bytu 3+1 72 m²,"Dvořákova, Nový Jičín",Cena na vyžádání,prodej,bytu,72,,3+1,Nový Jičín,,
"Prodej chalupy 274 m², pozemek 2300 m²",Vrchlabí - Hořejší Vrchlabí,10 500 000 Kč,prodej,chalupy,274,2300,,Vrchlabí,Hořejší Vrchlabí,10500000.0
Pronájem bytu 4+1 135 m²,"W. A. Mozarta, Most",14 900 Kč/měsíc,pronájem,bytu,135,,4+1,Most,,14900.0
"Prodej rodinného domu 300 m², pozemek 986 m²","Na Stráži, Řevničov",8 800 000 Kč,prodej,rodinného domu,300,986,,Řevničov,,8800000.0
"Prodej rodinného domu 220 m², pozemek 801 m²","Do chobotu, Mukařov - Srbín",11 500 000 Kč,prodej,rodinného domu,220,801,,Mukařov,Srbín,11500000.0
Prodej bytu 3+kk 82 m²,Albrechtice v Jizerských horách - Mariánská Hora,9 497 261 Kč,prodej,bytu,82,,3+kk,Albrechtice v Jizerských horách,Mariánská Hora,9497261.0
Pronájem bytu 2+kk 64 m²,"Paní Zdislavy, Česká Lípa",15 200 Kč/měsíc,pronájem,bytu,64,,2+kk,Česká Lípa,,15200.0
Pronájem bytu 2+kk 60 m²,"Čerpadlová, Praha - Vysočany",26 000 Kč/měsíc,pronájem,bytu,60,,2+kk,Praha,Vysočany,26000.0
Prodej bytu 3+kk 64 m²,Praha - Praha 9,10 335 864 Kč,prodej,bytu,64,,3+kk,Praha,Praha 9,10335864.0
Pronájem bytu 2+1 55 m²,"Svojsíkova, Teplice",12 000 Kč/měsíc,pronájem,bytu,55,,2+1,Teplice,,12000.0
Pronájem bytu 3+kk 101 m²,"Dolní Chaloupky, Praha - Záběhlice",38 000 Kč/měsíc,pronájem,bytu,101,,3+kk,Praha,Záběhlice,38000.0
Prodej bytu 3+kk 97 m²,"Pod Kopcem, Brno - Žebětín",11 143 500 Kč,prodej,bytu,97,,3+kk,Brno,Žebětín,11143500.0
"Pronájem vily 270 m², pozemek 537 m²","Nebušická, Praha - Nebušice",110 000 Kč/měsíc,pronájem,vily,270,537,,Praha,Nebušice,110000.0
Pronájem bytu 4+1 170 m²,"Vlašská, Praha - Malá Strana",79 000 Kč/měsíc,pronájem,bytu,170,,4+1,Praha,Malá Strana,79000.0
Pronájem bytu 3+kk 154 m²,"Prokopova, Praha - Žižkov",38 000 Kč/měsíc,pronájem,bytu,154,,3+kk,Praha,Žižkov,38000.0
Pronájem bytu 2+kk 48 m²,"Pod Pekařkou, Praha - Podolí",21 000 Kč/měsíc,pronájem,bytu,48,,2+kk,Praha,Podolí,21000.0
Pronájem bytu 3+kk 76 m²,"Dr. Janského, Černošice",22 500 Kč/měsíc,pronájem,bytu,76,,3+kk,Černošice,,22500.0
Pronájem bytu 1+kk 24 m²,"E. F. Buriana, Havířov - Město",7 373 Kč/měsíc,pronájem,bytu,24,,1+kk,Havířov,Město,7373.0
"Prodej rodinného domu 314 m², pozemek 673 m²","Kunštátská, Znojmo",10 700 000 Kč,prodej,rodinného domu,314,673,,Znojmo,,10700000.0
"Prodej rodinného domu 60 m², pozemek 222 m²","U Rybníčku, Ovčáry",3 600 000 Kč,prodej,rodinného domu,60,222,,Ovčáry,,3600000.0
Prodej bytu 4+kk 90 m²,"Silurská, Praha - Hlubočepy",12 500 000 Kč,prodej,bytu,90,,4+kk,Praha,Hlubočepy,12500000.0
Pronájem bytu 2+kk 55 m²,"U Křížku, Praha - Nusle",22 800 Kč/měsíc,pronájem,bytu,55,,2+kk,Praha,Nusle,22800.0
Pronájem bytu 1+kk 28 m²,"Kukelská, Praha - Hloubětín",18 000 Kč/měsíc,pronájem,bytu,28,,1+kk,Praha,Hloubětín,18000.0
Prodej bytu 2+kk 52 m²,Mladé Buky,7 200 000 Kč,prodej,bytu,52,,2+kk,Mladé Buky,,7200000.0
"Prodej rodinného domu 270 m², pozemek 247 m²","Tkalcovská, Bílovec",3 495 000 Kč,prodej,rodinného domu,270,247,,Bílovec,,3495000.0
"Prodej vily 580 m², pozemek 719 m²","Českobratrská, Ostrava - Moravská Ostrava",29 900 000 Kč,prodej,vily,580,719,,Ostrava,Moravská Ostrava,29900000.0
Prodej bytu 4+kk 98 m²,"Lýskova, Praha - Stodůlky",10 490 000 Kč,prodej,bytu,98,,4+kk,Praha,Stodůlky,10490000.0
Prodej bytu 2+1 88 m²,"Muglinovská, Ostrava - Přívoz",Cena na vyžádání,prodej,bytu,88,,2+1,Ostrava,Přívoz,
"Prodej chalupy 282 m², pozemek 1246 m²",Tuhaň,6 790 000 Kč,prodej,chalupy,282,1246,,Tuhaň,,6790000.0
Prodej bytu 2+kk 58 m²,"Karla Čapka, Beroun - Beroun-Město",5 990 000 Kč,prodej,bytu,58,,2+kk,Beroun,Beroun-Město,5990000.0
Pronájem bytu 3+1 71 m²,"Staňkova, Ostrava - Výškovice",16 900 Kč/měsíc,pronájem,bytu,71,,3+1,Ostrava,Výškovice,16900.0
Pronájem bytu 1+1 36 m²,"Jirkovská, Chomutov",7 500 Kč/měsíc,pronájem,bytu,36,,1+1,Chomutov,,7500.0
"Pronájem rodinného domu 106 m², pozemek 1 m²","Borová, Vratimov",25 000 Kč/měsíc,pronájem,rodinného domu,106,1,,Vratimov,,25000.0
Pronájem bytu 1+kk 26 m²,"Varenská, Ostrava - Moravská Ostrava",8 199 Kč/měsíc,pronájem,bytu,26,,1+kk,Ostrava,Moravská Ostrava,8199.0
Pronájem bytu 2+kk 71 m²,"Holečkova, Praha - Smíchov",61 600 Kč/měsíc,pronájem,bytu,71,,2+kk,Praha,Smíchov,61600.0
Prodej bytu 4+kk 183 m²,"náměstí Josefa Machka, Praha - Košíře",23 000 000 Kč,prodej,bytu,183,,4+kk,Praha,Košíře,23000000.0
Pronájem bytu 4+kk 163 m²,"Laubova, Praha - Vinohrady",124 800 Kč,pronájem,bytu,163,,4+kk,Praha,Vinohrady,124800.0
Pronájem bytu 1+1 56 m²,"Sokolovská, Praha - Karlín",23 500 Kč/měsíc,pronájem,bytu,56,,1+1,Praha,Karlín,23500.0
Pronájem bytu 2+kk 52 m²,"Jankovcova, Praha - Holešovice",21 500 Kč/měsíc,pronájem,bytu,52,,2+kk,Praha,Holešovice,21500.0
Pronájem bytu 4+1 110 m²,"Anny Letenské, Praha - Vinohrady",42 000 Kč/měsíc,pronájem,bytu,110,,4+1,Praha,Vinohrady,42000.0
Pronájem bytu 2+1 61 m²,"Formanská, Praha - Újezd u Průhonic",19 200 Kč/měsíc,pronájem,bytu,61,,2+1,Praha,Újezd u Průhonic,19200.0
"Prodej rodinného domu 200 m², pozemek 403 m²",Nesovice,6 490 000 Kč,prodej,rodinného domu,200,403,,Nesovice,,6490000.0
"Prodej chaty 60 m², pozemek 44 m²",Horní Bělá,1 779 900 Kč,prodej,chaty,60,44,,Horní Bělá,,1779900.0
Pronájem bytu 2+1 62 m²,"Písečná, Chomutov",11 700 Kč/měsíc,pronájem,bytu,62,,2+1,Chomutov,,11700.0
Pronájem bytu 1+1 39 m²,"Kamenný vrch, Chomutov",7 000 Kč/měsíc,pronájem,bytu,39,,1+1,Chomutov,,7000.0
Pronájem bytu 2+kk 48 m²,"Sluneční, Chomutov",12 500 Kč/měsíc,pronájem,bytu,48,,2+kk,Chomutov,,12500.0
Pronájem bytu 2+1 50 m²,"Osvobození, Jirkov",10 500 Kč/měsíc,pronájem,bytu,50,,2+1,Jirkov,,10500.0
Pronájem bytu 3+kk 55 m²,"Tylova, Litvínov - Horní Litvínov",11 500 Kč/měsíc,pronájem,bytu,55,,3+kk,Litvínov,Horní Litvínov,11500.0
Pronájem bytu 2+1 52 m²,"Osvobození, Jirkov",10 500 Kč/měsíc,pronájem,bytu,52,,2+1,Jirkov,,10500.0
Pronájem bytu 3+1 80 m²,"U Zámeckého parku, Litvínov - Horní Litvínov",11 000 Kč/měsíc,pronájem,bytu,80,,3+1,Litvínov,Horní Litvínov,11000.0
Pronájem bytu 2+1 53 m²,"Maxe Švabinského, Most",9 800 Kč/měsíc,pronájem,bytu,53,,2+1,Most,,9800.0
"Prodej rodinného domu 200 m², pozemek 693 m²","Karáskova, Praha - Stodůlky",31 630 000 Kč,prodej,rodinného domu,200,693,,Praha,Stodůlky,31630000.0
"Prodej rodinného domu 191 m², pozemek 480 m²","Karáskova, Praha - Stodůlky",27 950 000 Kč,prodej,rodinného domu,191,480,,Praha,Stodůlky,27950000.0
"Prodej rodinného domu 191 m², pozemek 860 m²","U Řepory, Praha - Stodůlky",31 400 000 Kč,prodej,rodinného domu,191,860,,Praha,Stodůlky,31400000.0
"Prodej rodinného domu 189 m², pozemek 130 m²","V Hájích, Praha - Háje",23 350 000 Kč,prodej,rodinného domu,189,130,,Praha,Háje,23350000.0
"Prodej rodinného domu 191 m², pozemek 559 m²","Stivínové, Praha - Stodůlky",32 460 000 Kč,prodej,rodinného domu,191,559,,Praha,Stodůlky,32460000.0
Pronájem bytu 2+kk 60 m²,"Mattoniho nábřeží, Karlovy Vary - Drahovice",16 000 Kč/měsíc,pronájem,bytu,60,,2+kk,Karlovy Vary,Drahovice,16000.0
"Prodej chaty 16 m², pozemek 474 m²",Sadov,890 000 Kč,prodej,chaty,16,474,,Sadov,,890000.0
Pronájem bytu 1+kk 19 m²,"Jiráskova, Chodov",7 200 Kč/měsíc,pronájem,bytu,19,,1+kk,Chodov,,7200.0
Prodej bytu 2+kk 58 m²,"Pod Krocínkou, Praha - Vysočany",9 104 167 Kč,prodej,bytu,58,,2+kk,Praha,Vysočany,9104167.0
"Prodej chaty 134 m², pozemek 872 m²",Rabyně - Měřín,17 700 000 Kč,prodej,chaty,134,872,,Rabyně,Měřín,17700000.0
"Prodej rodinného domu 250 m², pozemek 1244 m²","Střelniční, Frýdek-Místek - Frýdek",8 860 000 Kč,prodej,rodinného domu,250,1244,,Frýdek,Místek - Frýdek,8860000.0
Pronájem bytu 1+kk 17 m²,"Pod Žvahovem, Praha - Hlubočepy",14 000 Kč/měsíc,pronájem,bytu,17,,1+kk,Praha,Hlubočepy,14000.0
"Prodej rodinného domu 201 m², pozemek 1344 m²","Na Zlaté stezce, Dobříš",18 885 000 Kč,prodej,rodinného domu,201,1344,,Dobříš,,18885000.0
"Prodej rodinného domu 230 m², pozemek 3212 m²",Toužim - Kojšovice,4 900 000 Kč,prodej,rodinného domu,230,3212,,Toužim,Kojšovice,4900000.0
Pronájem bytu 4+1 158 m²,"Dřevná, Praha - Nové Město",98 000 Kč/měsíc,pronájem,bytu,158,,4+1,Praha,Nové Město,98000.0
"Pronájem rodinného domu 350 m², pozemek 358 m²","U dětského hřiště, Praha - Jinonice",85 000 Kč/měsíc,pronájem,rodinného domu,350,358,,Praha,Jinonice,85000.0
Pronájem bytu atypický 35 m²,"Palackého, Olomouc",4 800 Kč/měsíc,pronájem,bytu,,,,Olomouc,,4800.0
Pronájem bytu 2+1 54 m²,"nám. Mládežníků, Kralupy nad Vltavou - Lobeček",12 500 Kč/měsíc,pronájem,bytu,54,,2+1,Kralupy nad Vltavou,Lobeček,12500.0
Prodej bytu 5+kk 271 m²,Špindlerův Mlýn,Cena na vyžádání,prodej,bytu,271,,5+kk,Špindlerův Mlýn,,
Pronájem bytu 2+1 57 m²,Pardubice - Bílé Předměstí,15 000 Kč/měsíc,pronájem,bytu,57,,2+1,Pardubice,Bílé Předměstí,15000.0
Prodej bytu 4+kk 155 m²,"Javorová, Jirny",15 990 000 Kč,prodej,bytu,155,,4+kk,Jirny,,15990000.0
"Prodej rodinného domu 155 m², pozemek 454 m²","Javorová, Jirny",15 990 000 Kč,prodej,rodinného domu,155,454,,Jirny,,15990000.0
Pronájem bytu 1+kk 40 m²,"Škrábkových, Praha - Letňany",16 500 Kč/měsíc,pronájem,bytu,40,,1+kk,Praha,Letňany,16500.0
Prodej bytu 3+kk 54 m²,"Bělehradská, Kladno - Kročehlavy",4 999 000 Kč,prodej,bytu,54,,3+kk,Kladno,Kročehlavy,4999000.0
Prodej bytu 3+1 67 m²,"Ke Kateřinkám, Praha - Chodov",8 299 000 Kč,prodej,bytu,67,,3+1,Praha,Chodov,8299000.0
Pronájem bytu 1+1 39 m²,Ostrava - Poruba,8 900 Kč/měsíc,pronájem,bytu,39,,1+1,Ostrava,Poruba,8900.0
